联系方式,#genre#
赛事咪咕播05,http://nhljz.net:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
赛事咪咕播06,http://nhljz.net:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
赛事咪咕播07,http://nhljz.net:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
赛事咪咕播08,http://nhljz.net:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
赛事咪咕播09,http://nhljz.net:35455/itv/3000000001000026778.m3u8?cdn=FifastbLive
赛事咪咕播10,http://nhljz.net:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
赛事咪咕播11,http://nhljz.net:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
赛事咪咕播12,http://nhljz.net:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
赛事咪咕播13,http://nhljz.net:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
赛事咪咕播14,http://nhljz.net:35455/itv/3000000010000002032.m3u8?cdn=FifastbLive
赛事咪咕播15,http://nhljz.net:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
赛事咪咕播16,http://nhljz.net:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
赛事咪咕播17,http://nhljz.net:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
赛事咪咕播18,http://nhljz.net:35455/itv/3000000010000004464.m3u8?cdn=FifastbLive
赛事咪咕播19,http://nhljz.net:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
赛事咪咕播20,http://nhljz.net:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
赛事咪咕播21,http://nhljz.net:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
赛事咪咕播22,http://nhljz.net:35455/itv/3000000010000006944.m3u8?cdn=FifastbLive
赛事咪咕播23,http://nhljz.net:35455/itv/3000000010000007692.m3u8?cdn=FifastbLive
赛事咪咕播24,http://nhljz.net:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
赛事咪咕播25,http://nhljz.net:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
赛事咪咕播26,http://nhljz.net:35455/itv/3000000010000011112.m3u8?cdn=FifastbLive
赛事咪咕播27,http://nhljz.net:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
赛事咪咕播28,http://nhljz.net:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
赛事咪咕播29,http://nhljz.net:35455/itv/3000000010000011763.m3u8?cdn=FifastbLive
赛事咪咕播30,http://nhljz.net:35455/itv/3000000010000011873.m3u8?cdn=FifastbLive
赛事咪咕播31,http://nhljz.net:35455/itv/3000000010000012398.m3u8?cdn=FifastbLive
赛事咪咕播32,http://nhljz.net:35455/itv/3000000010000012450.m3u8?cdn=FifastbLive
赛事咪咕播33,http://nhljz.net:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
赛事咪咕播34,http://nhljz.net:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
赛事咪咕播35,http://nhljz.net:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
赛事咪咕播36,http://nhljz.net:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
赛事咪咕播37,http://nhljz.net:35455/itv/3000000010000017389.m3u8?cdn=FifastbLive
赛事咪咕播38,http://nhljz.net:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
赛事咪咕播39,http://nhljz.net:35455/itv/3000000010000017997.m3u8?cdn=FifastbLive
赛事咪咕播40,http://nhljz.net:35455/itv/3000000010000019380.m3u8?cdn=FifastbLive
赛事咪咕播41,http://nhljz.net:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
赛事咪咕播42,http://nhljz.net:35455/itv/3000000010000020168.m3u8?cdn=FifastbLive
赛事咪咕播43,http://nhljz.net:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
赛事咪咕播44,http://nhljz.net:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
赛事咪咕播45,http://nhljz.net:35455/itv/3000000010000024205.m3u8?cdn=FifastbLive
赛事咪咕播46,http://nhljz.net:35455/itv/3000000010000024691.m3u8?cdn=FifastbLive
赛事咪咕播47,http://nhljz.net:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
赛事咪咕播48,http://nhljz.net:35455/itv/3000000010000025943.m3u8?cdn=FifastbLive
赛事咪咕播49,http://nhljz.net:35455/itv/3000000010000027318.m3u8?cdn=FifastbLive
赛事咪咕播50,http://nhljz.net:35455/itv/3000000010000027638.m3u8?cdn=FifastbLive
赛事咪咕播51,http://nhljz.net:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
赛事咪咕播52,http://nhljz.net:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
赛事咪咕播53,http://nhljz.net:35455/itv/3000000010000032106.m3u8?cdn=FifastbLive
赛事咪咕壹4K,http://nhljz.net:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
赛事咪咕贰4K,http://nhljz.net:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive





重温经典,#genre#


重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv

重温经典频道,http://mtw.so/5NPX0U
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8

雪中悍刀行剧,http://6666666.mghost.site/1/hy.php?id=11336592
庆余年一轮播,http://6666666.mghost.site/1/hy.php?id=11352960
庆余年二轮播,http://6666666.mghost.site/1/hy.php?id=23740156
83射雕英雄传,http://6666666.mghost.site/1/yy2.php?id=1354210357
95神雕侠侣粤,http://6666666.mghost.site/1/yy2.php?id=1354926637
96笑傲江湖粤,http://6666666.mghost.site/1/dy.php?id=8912325
87经典红楼梦,http://6666666.mghost.site/1/yy2.php?id=1382745084
新白娘子轮播,http://6666666.mghost.site/1/yy2.php?id=1354930969
仙剑奇侠传剧,http://6666666.mghost.site/1/yy2.php?id=1382749903
花千骨电视剧,http://6666666.mghost.site/1/yy2.php?id=1354943110
鹊刀门传奇剧,http://6666666.mghost.site/1/yy2.php?id=1355344777
传闻中的芊芊,http://6666666.mghost.site/1/hy.php?id=21059608
如懿传电视剧,http://6666666.mghost.site/1/hy.php?id=29465868
芈月传电视剧,http://6666666.mghost.site/1/hy.php?id=11352975
延禧攻略轮播,http://6666666.mghost.site/1/hy.php?id=26355864
与凤行电视剧,http://6666666.mghost.site/1/hy.php?id=26355866
柳舟记电视剧,http://6666666.mghost.site/1/hy.php?id=23860039
开端电视轮播,http://6666666.mghost.site/1/hy.php?id=11342397
我爱男保姆播,http://6666666.mghost.site/1/hy.php?id=29581262
欢乐颂电视剧,http://6666666.mghost.site/1/dy.php?id=3756989
好先生电视剧,http://6666666.mghost.site/1/dy.php?id=9650792
我的体育老师,http://6666666.mghost.site/1/yy2.php?id=1382745169
如果岁月轮播,http://6666666.mghost.site/1/yy2.php?id=1382736883
流金岁月轮播,http://6666666.mghost.site/1/yy2.php?id=1382749906
我的前半生剧,http://6666666.mghost.site/1/yy2.php?id=1382735564
伪装者电视剧,http://6666666.mghost.site/1/yy2.php?id=1354936244
火蓝刀锋轮播,http://6666666.mghost.site/1/yy2.php?id=1382737892
二炮手电视剧,http://6666666.mghost.site/1/yy2.php?id=1354930964
炮神电视轮播,http://6666666.mghost.site/1/yy2.php?id=22089862
风筝电视轮播,http://6666666.mghost.site/1/yy2.php?id=1354931585
武林外传轮播,http://6666666.mghost.site/1/yy2.php?id=1355652820
渗透电视轮播,http://6666666.mghost.site/1/hy.php?id=30080244
亮剑电视轮播,http://6666666.mghost.site/1/hy.php?id=30080238
雪豹电视轮播,http://6666666.mghost.site/1/hy.php?id=29580970

连续剧1,http://zzy789.xyz/douyu1.php?id=4549169
连续剧2,http://zzy789.xyz/douyu1.php?id=7623292
雪中悍刀行,http://jiaojirentv.top/2020/yy.php?id=1382660835
伪装者,http://jiaojirentv.top/2020/yy.php?id=1354936244
我的前半生,http://jiaojirentv.top/2020/yy.php?id=1382735564
笑傲江湖,http://jiaojirentv.top/2020/yy.php?id=1354282410
天龙八部,http://jiaojirentv.top/2020/yy.php?id=1382881708
情满四合院,http://jiaojirentv.top/2020/yy.php?id=1382735541
庆余年1,http://zby.xjqxz.top/live14/live.m3u8
雪地悍刀行,http://zby.xjqxz.top/live15/live.m3u8
狂飙,http://zby.xjqxz.top/live9/live.m3u8
甄嬛传,http://zby.xjqxz.top/live8/live.m3u8
我的前半生,http://jiaojirentv.top/2020/yy.php?id=1382735564
鸡毛飞上天,http://jiaojirentv.top/2020/yy.php?id=1461033197
我的体育老师,http://jiaojirentv.top/2020/yy.php?id=1382745169
笑傲江湖,http://jiaojirentv.top/2020/yy.php?id=1354282410
少年歌行,http://jiaojirentv.top/2020/yy.php?id=1354806550
伪装者,http://jiaojirentv.top/2020/yy.php?id=1354936244
二炮手,http://jiaojirentv.top/2020/yy.php?id=1354930964
风筝,http://jiaojirentv.top/2020/yy.php?id=1354931585
勇敢的心,http://jiaojirentv.top/2020/yy.php?id=1354744544
封神榜,http://jiaojirentv.top/2020/yy.php?id=1353426319
雍正王朝,http://jiaojirentv.top/2020/yy.php?id=26650882
济公游记,http://jiaojirentv.top/2020/yy.php?id=1355265814
宰相刘罗锅,http://jiaojirentv.top/2020/yy.php?id=1382745191
武林外传,http://jiaojirentv.top/2020/yy.php?id=1355652820
包青天（金超群版）,http://jiaojirentv.top/2020/yy.php?id=1356158015
少年包青天,http://jiaojirentv.top/2020/yy.php?id=38498680
新白娘子传奇,http://jiaojirentv.top/2020/yy.php?id=1354930969
红楼梦,http://jiaojirentv.top/2020/yy.php?id=1382745084
我爱我家,http://jiaojirentv.top/2020/yy.php?id=1382735557
神医喜来乐,http://jiaojirentv.top/2020/yy.php?id=1382714119
且试天下,http://jiaojirentv.top/2020/yy.php?id=29067083
铁齿铜牙纪晓岚,http://jiaojirentv.top/2020/yy.php?id=1354143978
雪中悍刀行,http://jiaojirentv.top/2020/yy.php?id=1382660835
射雕英雄传83版,http://jiaojirentv.top/2020/yy.php?id=1354210357
天龙八部,http://jiaojirentv.top/2020/yy.php?id=1382736855
情满四合院,http://jiaojirentv.top/2020/yy.php?id=1382735541
火蓝刀锋,http://jiaojirentv.top/2020/yy.php?id=1382737892
盗墓笔记,http://jiaojirentv.top/2020/yy.php?id=1356373644
短剧轮播,http://jiaojirentv.top/2020/yy.php?id=1382881708
鹊刀门,http://jiaojirentv.top/2020/yy.php?id=1355344777
狂飙高清,http://jiaojirentv.top/2020/yy.php?id=1355142167
赵本山小品,http://jiaojirentv.top/2020/yy.php?id=1354936217
火凤凰,http://jiaojirentv.top/2020/yy.php?id=1463088777
战狼2,http://jiaojirentv.top/2020/yy.php?id=1354784284
鹿鼎记,http://jiaojirentv.top/2020/yy.php?id=28265277
老三国,http://jiaojirentv.top/2020/yy.php?id=1354930932
老三国,http://jiaojirentv.top/2020/yy.php?id=1354936241
射雕侠侣,http://jiaojirentv.top/2020/yy.php?id=1382704651
隋唐英雄传,http://jiaojirentv.top/2020/yy.php?id=1352475619
神探狄仁杰,http://jiaojirentv.top/2020/yy.php?id=1351755386
西游记后传,http://jiaojirentv.top/2020/yy.php?id=1382736846
西游记张卫健,http://jiaojirentv.top/2020/yy.php?id=1354936155
剧集_新三国,http://jiaojirentv.top/2020/yy.php?id=23512910
巩汉林小品,http://jiaojirentv.top/2020/yy.php?id=1354889035
蔡明小品,http://jiaojirentv.top/2020/yy.php?id=1354936177
今夜欢乐颂,http://jiaojirentv.top/2020/yy.php?id=1382735572
笑声传奇,http://jiaojirentv.top/2020/yy.php?id=1382736880
笑傲江湖第一季,http://jiaojirentv.top/2020/yy.php?id=1382749896
爱情公寓,http://rihou.cc:555/huyad.php?id=11336726
士兵突击,http://rihou.cc:555/huyad.php?id=11342430
玄幻剧场,http://rihou.cc:555/huyad.php?id=11342414
联合抗日,http://rihou.cc:555/huyad.php?id=11352910
三国演义,http://rihou.cc:555/huyad.php?id=11602081
三国,http://rihou.cc:555/huyad.php?id=11352944
新水浒传,http://rihou.cc:555/huyad.php?id=11342384
神探狄仁杰2,http://rihou.cc:555/huyad.php?id=11342425
神雕侠侣,http://rihou.cc:555/huyad.php?id=11352964
笑傲江湖,http://rihou.cc:555/huyad.php?id=23865142
埋堆堆布衣神相,http://rihou.cc:555/huyad.php?id=23865036
纪晓岚,http://rihou.cc:555/huyad.php?id=11342396
雍正皇帝,http://rihou.cc:555/huyad.php?id=11342439







短剧频道,#genre#

逆命神医(96集),https://vd3.bdstatic.com/mda-peds8afg0055s0nh/720p/h264/1684091269327297304/mda-peds8afg0055s0nh.mp4
满月之下请相爱(100集),https://vd3.bdstatic.com/mda-pedkenasrhs239n2/sc/cae_h264/1684169079399702313/mda-pedkenasrhs239n2.mp4
落在生命里的光(100集),https://vd3.bdstatic.com/mda-pedgk34za4i2wsk4/720p/h264/1684066802676530455/mda-pedgk34za4i2wsk4.mp4
老街中的痞子(79集),https://vd3.bdstatic.com/mda-pedd0pjr3d230d6a/sc/cae_h264/1684151422563021066/mda-pedd0pjr3d230d6a.mp4
绝世龙帅(100集),https://vd3.bdstatic.com/mda-pectb75a7wb5zsgu/720p/h264/1684008093774139159/mda-pectb75a7wb5zsgu.mp4
浪子情仇(81集),https://vd3.bdstatic.com/mda-pecpz9ti97u1z825/720p/h264/1683998885326452646/mda-pecpz9ti97u1z825.mp4
昆仑强者(80集),https://vd3.bdstatic.com/mda-peck0hfux97mrc79/720p/h264/1683988862148442153/mda-peck0hfux97mrc79.mp4
都市药王医仙（61集）,https://vd4.bdstatic.com/mda-pe9p7t88g3zwkn0w/sc/cae_h264/1683812630561498452/mda-pe9p7t88g3zwkn0w.mp4
功夫医圣（80集）,https://vd2.bdstatic.com/mda-pe9qn6dabh5ppc6w/720p/h264/1683740514742579726/mda-pe9qn6dabh5ppc6w.mp4
古董风云（50集）,https://vd2.bdstatic.com/mda-pe9r3itz1thdrm9i/sc/cae_h264/1683796097451505310/mda-pe9r3itz1thdrm9i.mp4
九境霸主（113集）,https://vd2.bdstatic.com/mda-peasdcyvjkdf5nn6/720p/h264/1683833678473112939/mda-peasdcyvjkdf5nn6.mp4
庄少得罪妻难逃,https://vd4.bdstatic.com/mda-pidasrh5mj9ikfaf/sc/cae_h264/1694741687600700555/mda-pidasrh5mj9ikfaf.mp4
公主大人请赎罪,https://vd4.bdstatic.com/mda-pidaps9q6cr1f6yj/sc/cae_h264/1694741205249538787/mda-pidaps9q6cr1f6yj.mp4
逆袭1990 , https://vd3.bdstatic.com/mda-pic27fqea6gxshu3/sc/cae_h264/1694576577838370273/mda-pic27fqea6gxshu3.mp4
总裁老公身边的真假千金, https://vd4.bdstatic.com/mda-piaru4rz4ea5d3jr/sc/cae_h264/1694527130409630365/mda-piaru4rz4ea5d3jr.mp4
豪门战尊,https://vd4.bdstatic.com/mda-pi947rkiaa76hy2m/sc/cae_h264/1694346919481540355/mda-pi947rkiaa76hy2m.mp4
易容总裁前妻后悔了,https://vd3.bdstatic.com/mda-pi8hhip3c0gwjs8v/sc/cae_h264/1694291223790904476/mda-pi8hhip3c0gwjs8v.mp4
顶级豪门太子爷,https://vd3.bdstatic.com/mda-pi8hhbg56uhtbkxt/sc/cae_h264/1694293569901543683/mda-pi8hhbg56uhtbkxt.mp4
我的老婆是特工,https://vd3.bdstatic.com/mda-pi8hginfpu0srhru/720p/h264/1694269051746088241/mda-pi8hginfpu0srhru.mp4
顾少你的老婆找到了,https://vd3.bdstatic.com/mda-pi72zwkq28kxci62/sc/cae_h264/1694217756500480165/mda-pi72zwkq28kxci62.mp4
魔幻手机之重回2003,https://vd3.bdstatic.com/mda-pi72kjkh3bibqvfc/sc/cae_h264/1694215643936724842/mda-pi72kjkh3bibqvfc.mp4
离婚后冷爷他知错了,https://vd3.bdstatic.com/mda-pi6scbgcwrd7r2zr/sc/cae_h264/1694210199261123829/mda-pi6scbgcwrd7r2zr.mp4
迟来的心动,https://vd3.bdstatic.com/mda-pi5r0s19mnefdk88/sc/cae_h264/1694074495316287456/mda-pi5r0s19mnefdk88.mp4
巾帼神豪(95集),https://txmov2.a.kwimgs.com/bs3/video-hls/5228679273869081590_hlsb.m3u8
绝世医仙(93集),https://txmov2.a.kwimgs.com/bs3/video-hls/5251760220360466164_hlsb.m3u8
上门豪婿(94集),https://txmov2.a.kwimgs.com/bs3/video-hls/5226145996125317106_hlsb.m3u8
美女校花的风水大师(40集),https://txmov2.a.kwimgs.com/bs3/video-hls/5258797093473252232_hlsb.m3u8
富豪老公同学会(114集),https://txmov2.a.kwimgs.com/bs3/video-hls/5222205348866063631_hlsb.m3u8
狂飙风暴(88集),https://vd4.bdstatic.com/mda-pe9mfch4kg5gyf3s/sc/cae_h264/1683788994589438440/mda-pe9mfch4kg5gyf3s.mp4
都市最强继承者(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5232619920811866768_hlsb.m3u8
赘婿归来(101集),https://vd3.bdstatic.com/mda-pevb0xbdxkqavidi/720p/h264/1685433516028971486/mda-pevb0xbdxkqavidi.mp4
我有神仙微信群(81集),https://txmov2.a.kwimgs.com/bs3/video-hls/5189272774546429629_hlsb.m3u8
重生到卖女儿那天,https://vd4.bdstatic.com/mda-pd58y1bca4eqwdy1/sc/cae_h264/1680765030478096611/mda-pd58y1bca4eqwdy1.mp4
女老板的反击(100集),https://vd2.bdstatic.com/mda-pd63rfuh803uepji/720p/h264/1680837193888969534/mda-pd63rfuh803uepji.mp4
巨富同学会(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5238249422970059143_hlsb.m3u8
圣医女皇(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5205598323687222877_hlsb.m3u8
天骄医婿(102集),https://vd4.bdstatic.com/mda-pe7qsxras8c7mpx0/sc/cae_h264/1683613152590699530/mda-pe7qsxras8c7mpx0.mp4
霸爱为奴(100集),https://vd4.bdstatic.com/mda-pe89k65is9xdwqen/sc/cae_h264/1683667911711262079/mda-pe89k65is9xdwqen.mp4
都市逍遥神医(93集),https://vd4.bdstatic.com/mda-pe9f7u2qj8qi7r04/720p/h264/1683716481871424650/mda-pe9f7u2qj8qi7r04.mp4
桃运无双(105集),https://vd3.bdstatic.com/mda-pefd0weush6t8bnx/sc/cae_h264/1684372449915872808/mda-pefd0weush6t8bnx.mp4
双面狂少(83集),https://vd3.bdstatic.com/mda-pefcbtfwri86zgq2/sc/cae_h264/1684371888342144388/mda-pefcbtfwri86zgq2.mp4
圣王(100集),https://vd3.bdstatic.com/mda-peeuh83guh46806g/sc/cae_h264/1684290562908896240/mda-peeuh83guh46806g.mp4
偏执总裁的追妻路(93集),https://vd3.bdstatic.com/mda-peesbtb1ji4i07gy/sc/cae_h264/1684280053431635965/mda-peesbtb1ji4i07gy.mp4
美女总裁回乡过年(97集),https://vd3.bdstatic.com/mda-pedtu8rsvhbj5pdx/sc/cae_h264/1684177990536629531/mda-pedtu8rsvhbj5pdx.mp4
天龙战神(94集),https://vd3.bdstatic.com/mda-pefi3w616b8ujr88/720p/h264/1684243271973602840/mda-pefi3w616b8ujr88.mp4
历少强势锁婚(100集),https://vd3.bdstatic.com/mda-pegcxruwk0cxswv8/720p/h264/1684317268225808680/mda-pegcxruwk0cxswv8.mp4
仙武帝尊(78集),https://vd3.bdstatic.com/mda-pejcehn295ndg53i/720p/h264/1684573445328231835/mda-pejcehn295ndg53i.mp4
无尽轮回游戏(90集),https://vd3.bdstatic.com/mda-pejauu70iv7rhhim/sc/cae_h264/1684756063120101443/mda-pejauu70iv7rhhim.mp4
五万存款当首富(98集),https://vd3.bdstatic.com/mda-peitxirv8yxvmu8y/sc/cae_h264/1684702979466568288/mda-peitxirv8yxvmu8y.mp4
我在会所当赘婿(96集),https://vd3.bdstatic.com/mda-peir5pkh2d6rir68/sc/cae_h264/1684702706339253199/mda-peir5pkh2d6rir68.mp4
《龙年大吉之衣锦还乡》,https://ikcdn01.ikzybf.com/20240219/DSEJuK59/index.m3u8
功夫医圣(80集),https://vd2.bdstatic.com/mda-pe9qn6dabh5ppc6w/720p/h264/1683740514742579726/mda-pe9qn6dabh5ppc6w.mp4
古董风云(50集),https://vd2.bdstatic.com/mda-pe9r3itz1thdrm9i/sc/cae_h264/1683796097451505310/mda-pe9r3itz1thdrm9i.mp4
九境霸主(113集),https://vd2.bdstatic.com/mda-peasdcyvjkdf5nn6/720p/h264/1683833678473112939/mda-peasdcyvjkdf5nn6.mp4
天才萌宝傲娇妻,https://vd3.bdstatic.com/mda-pg54prq7iief96za/cae_h264/1688647056830051477/mda-pg54prq7iief96za.mp4
本宫要你好看,https://vd3.bdstatic.com/mda-pg54pjtymbbskr6x/360p/h264/1688615253650776568/mda-pg54pjtymbbskr6x.mp4
逍遥阎君,https://vd3.bdstatic.com/mda-pg54ph80hs9v9urb/360p/h264/1688615178175086103/mda-pg54ph80hs9v9urb.mp4
总裁夫人竟是全能大佬,https://vd3.bdstatic.com/mda-pg54p6y22e6qpgve/cae_h264/1688645365941237291/mda-pg54p6y22e6qpgve.mp4
败家千金要退婚,https://vd3.bdstatic.com/mda-pg4fe59chriab51i/360p/h264/1688555693839206082/mda-pg4fe59chriab51i.mp4巾帼神豪(95集),https://txmov2.a.kwimgs.com/bs3/video-hls/5228679273869081590_hlsb.m3u8
绝世医仙(93集),https://txmov2.a.kwimgs.com/bs3/video-hls/5251760220360466164_hlsb.m3u8
上门豪婿(94集),https://txmov2.a.kwimgs.com/bs3/video-hls/5226145996125317106_hlsb.m3u8
美女校花的风水大师(40集),https://txmov2.a.kwimgs.com/bs3/video-hls/5258797093473252232_hlsb.m3u8
富豪老公同学会(114集),https://txmov2.a.kwimgs.com/bs3/video-hls/5222205348866063631_hlsb.m3u8
狂飙风暴(88集),https://vd4.bdstatic.com/mda-pe9mfch4kg5gyf3s/sc/cae_h264/1683788994589438440/mda-pe9mfch4kg5gyf3s.mp4
我有神仙微信群(81集),https://txmov2.a.kwimgs.com/bs3/video-hls/5189272774546429629_hlsb.m3u8
重生到卖女儿那天,https://vd4.bdstatic.com/mda-pd58y1bca4eqwdy1/sc/cae_h264/1680765030478096611/mda-pd58y1bca4eqwdy1.mp4
巨富同学会(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5238249422970059143_hlsb.m3u8
圣医女皇(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5205598323687222877_hlsb.m3u8
霸爱为奴(100集),https://vd4.bdstatic.com/mda-pe89k65is9xdwqen/sc/cae_h264/1683667911711262079/mda-pe89k65is9xdwqen.mp4
都市逍遥神医(93集),https://vd4.bdstatic.com/mda-pe9f7u2qj8qi7r04/720p/h264/1683716481871424650/mda-pe9f7u2qj8qi7r04.mp4
都市药王医仙(61集),https://vd4.bdstatic.com/mda-pe9p7t88g3zwkn0w/sc/cae_h264/1683812630561498452/mda-pe9p7t88g3zwkn0w.mp4





电影频道,#genre#


雄兵出击超清,https://v.cdnlz4.com/20231201/26186_1cd3ed6c/index.m3u8
存亡之战超清,https://svip.high21-playback.com/20241213/40555_5eef5126/index.m3u8
周处除三害超,https://svipsvip.ffzy-online5.com/20240301/24303_f0da8c06/index.m3u8
第二十条超清,https://v.cdnlz2.com/20240426/30568_596f7554/index.m3u8
飞驰人生2-超,https://svipsvip.ffzy-online5.com/20240428/26643_6d4f92ab/index.m3u8
暴走财神5HD,https://v.cdnlz12.com/20240214/11569_e1ddc734/2000k/hls/mixed.m3u8
熊出没·逆转时空HD,https://vip.ffzy-online2.com/20230521/37661_330568c0/index.m3u8
金手指HD国,https://vip.ffzyread1.com/20240213/24278_dc4a204f/2000k/hls/mixed.m3u8
金手指HD粤,https://v.cdnlz12.com/20240213/11556_3642faee/2000k/hls/mixed.m3u8
非诚勿扰3HD,https://vip.ffzyread.com/20240210/23322_b4dde191/2000k/hls/mixed.m3u8
醉拳,https://txmov2.a.kwimgs.com/upic/2021/09/30/18/BMjAyMTA5MzAxODM1NTFfMTI0MzE0NjMyOF81ODEwNDc3MzAzOF8yXzM=_b_B1b01bbe5b567f842b3de0b78109d1907.mp4
醉拳,https://vip.ffzy-play7.com/20230202/13070_b42acba9/index.m3u8
双龙会,https://alimov2.a.kwimgs.com/upic/2021/10/01/19/BMjAyMTEwMDExOTA1MDVfMTI0MzE0NjMyOF81ODE5NzY0NzAyOF8yXzM=_b_B6eb284159f267349ab21b64feb3d48ce.mp4
双龙会,https://vip.ffzy-play6.com/20221112/6064_afbd5214/index.m3u8
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
龙门飞甲,https://cdn2.yzzy-tv-cdn.com/20220331/4883_7f84c204/index.m3u8
黄飞鸿之狮王争霸,https://alimov2.a.kwimgs.com/upic/2020/05/15/08/BMjAyMDA1MTUwODQ5NTdfMjEyNDgzMjg2XzI4NTc1ODg4MzEyXzJfMw==_b_Bd4d927d62d45dd2f3e065114d9aebb25.mp4
黄飞鸿之铁鸡斗蜈蚣,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634242822045870_hlsb.m3u8
黄飞鸿之铁鸡斗蜈蚣,https://cdn2.yzzy-tv-cdn.com/20220415/13227_56714be0/index.m3u8
黄飞鸿之男儿当自强,https://txmov2.a.kwimgs.com/upic/2020/05/16/01/BMjAyMDA1MTYwMTAyMjFfMjEyNDgzMjg2XzI4NjI3OTAwNTc5XzJfMw==_b_Bc1101c249e7355d840c4495b7bfd84a4.mp4
黄飞鸿之壮志凌云,http://jsmov2.a.yximgs.com/bs3/video-hls/5189554175568165120_hlsb.m3u8
义胆雄心,http://jsmov2.a.yximgs.com/bs3/video-hls/5237686462055775486_hlsb.m3u8
义胆雄心,https://vip.ffzy-play7.com/20221129/7714_a0c75de1/index.m3u8
东成西就,http://jsmov2.a.yximgs.com/bs3/video-hls/5235434664056492833_hlsb.m3u8
东方三侠,http://jsmov2.a.yximgs.com/bs3/video-hls/5222205346628851891_hlsb.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
A计划,http://jsmov2.a.yximgs.com/bs3/video-hls/5240501212096709355_hlsb.m3u8
A计划,https://vip.ffzy-play7.com/20221115/4631_7c6bb09a/index.m3u8
九一神雕侠侣,http://jsmov2.a.yximgs.com/bs3/video-hls/5227553349016599035_hlsb.m3u8
九一神雕侠侣,https://vip.ffzy-play6.com/20221112/6044_68796407/index.m3u8
九二神雕之痴心情长剑,http://jsmov2.a.yximgs.com/bs3/video-hls/5188428323796620673_hlsb.m3u8
刀剑笑,http://jsmov2.a.yximgs.com/bs3/video-hls/5215168447635500734_hlsb.m3u8
刀剑笑,https://vip.ffzy-play7.com/20221112/3808_6690be34/index.m3u8
天若有情,http://jsmov2.a.yximgs.com/bs3/video-hls/5246412168297899387_hlsb.m3u8
天若有情,https://vip.ffzy-play6.com/20221112/6132_760d67fd/index.m3u8
龙兄虎弟,http://jsmov2.a.yximgs.com/bs3/video-hls/5250352837791566632_hlsb.m3u8
龙兄虎弟,https://vip.ffzy-play6.com/20221116/7264_5b0b594e/index.m3u8
东方秃鹰,http://jsmov2.a.yximgs.com/bs3/video-hls/5218546164654879826_hlsb.m3u8
东方秃鹰,https://vip.ffzy-play7.com/20221209/9044_d3e0dbd4/index.m3u8
投名状,https://cdn13.yzzy-tv-cdn.com/20230128/9592_3d21d729/index.m3u8
